ade_corpus_v2-classification	ade_corpus_v2-classification_16_100	Is the following text related to adverse drug effect (ADE)? text: The two patients underwent several courses of pulse corticosteroid therapy, each course consisting of three days of methylprednisolone 1000 mg daily, resulting in visual recovery to some extent. answer: Not Related text: When SASP was changed to 5-aminosalicylic acid (5-ASA), his skin eruptions were resolved, however, he developed weakness and atrophy in his right arm as well as progressive worsening of the dysesthesia in his legs and gait disturbance. answer: Related text: The role of IFN-beta in inflammatory musculoskeletal disease is unclear. answer: Not Related text: We describe a 51-year-old woman with sacroiliitis following a fall. answer: Not Related text: However, such bacteria may also be involved in various postoperative orthopedic infections, including prosthetic joint infection. answer: Not Related text: The treatment of FMF attacks in patients who cannot use colchicine is an important problem. answer: Not Related text: The origin of NIS is outlined briefly and some fundamental clinical and experimental facts are presented, all of which stress the importance of the acute blockade of postsynaptic DA-ergic receptors. answer: Not Related text: Laboratory abnormalities included a prothrombin time < 10%, an international normalized ratio exceeding the laboratory limits, and an activated partial thromboplastin time >120 seconds. answer: Not Related	333	answer:
ade_corpus_v2-classification	ade_corpus_v2-classification_16_13	Is the following text related to adverse drug effect (ADE)? text: Carbamazepine toxicity induced by clarithromycin coadministration in psychiatric patients. answer: Related text: This is a case report of subtle, mild hypothermia in a 54-year old female patient receiving risperidone for schizophrenia. answer: Related text: We present the case of a patient who had undergone cholecystectomy previously, but in whom morphine given in the Emergency Department precipitated pain consistent with biliary colic; the pain resolved promptly after administration of naloxone. answer: Related text: He was diagnosed with acute pleuropericarditis by blood tests, electrocardiogram, chest X-ray, and echocardiogram. answer: Not Related text: We describe our modified technique for custom-made articulating spacers. answer: Not Related text: Disulfiram has been used effectively to deter alcohol consumption in patients with a history of alcohol abuse. answer: Not Related text: The clinical monitoring was based on the serial registration of respiratory rate, cardiac rate, SaO2 and body temperature. answer: Not Related text: 'Maqianzi' (the dried ripe seed of Strychnos nux-vomica L.) contains 1.0-1.4% each of strychnine and brucine. answer: Not Related	315	answer:
ade_corpus_v2-classification	ade_corpus_v2-classification_16_21	Is the following text related to adverse drug effect (ADE)? text: Here, we report an 11-year-old girl with bilateral florid verrucous lesions on her hands, feet and chin, which were refractory to a number of standard treatments including cryotherapy, cantharidin preparations, topical salicylic acid, surgical debulking techniques, oral Cimetidine, and topical and intralesional Cidofovir. answer: Not Related text: Although it would be expected that, like other type IA toxicities, diphenhydramine-induced cardiotoxicity could be responsive to hypertonic sodium bicarbonate, this finding is largely unappreciated. answer: Related text: This case report describes successful lithium treatment in a patient with long-standing periodic catatonia. answer: Not Related text: Type B lactic acidosis, a rare but often fatal disorder, has been reported in 21 AIDS patients on antiretroviral therapy (ART). answer: Not Related text: Acute pulmonary reactions to nitrofurantoin are an uncommon side effect of therapy and can cause minor or life-threatening pulmonary dysfunction. answer: Related text: Successful recovery from interstitial pneumonitis, induced by bicalutamide and leuprorelin acetate given as treatment for prostate cancer. answer: Related text: A 64 year old man with recurrent metastatic squamous cell carcinoma of the head and neck developed severe skin rash and bone marrow aplasia 4 and 7 days, respectively, following a single dose of 40 mg/m2 methotrexate (MTX). answer: Related text: Complete recovery occurred in all but two patients typically within 1-8 weeks of discontinuation of phenytoin. answer: Not Related	399	answer:
ade_corpus_v2-classification	ade_corpus_v2-classification_16_42	Is the following text related to adverse drug effect (ADE)? text: Neuroleptic malignant syndrome. answer: Not Related text: We describe a patient who, after receiving his first dose of pregabalin to relieve neuropathic pain, presented with a negative myoclonus. answer: Related text: Neither infant developed hemorrhage of prematurity as confirmed on cranial ultrasonography. answer: Not Related text: The authors have been unable to find a similar previously published case. answer: Not Related text: Skin prick testing several weeks later identified diamorphine as the likely causative agent, a drug overlooked initially as a potential cause. answer: Not Related text: Capecitabine-induced headache responding to diltiazem. answer: Related text: An 83-year-old man receiving glipizide 10 mg bid developed symptomatic hypoglycemia within three days of adding trimethoprim/sulfamethoxazole (TMP/SMX) to his regimen. answer: Related text: We report a patient with pulmonary adenocarcinoma complicated by the syndrome of inappropriate secretion of antidiuretic hormone (SIADH) following systemic chemotherapy with cisplatin (CDDP) and vindesine (VDS). answer: Related	306	answer:
ade_corpus_v2-classification	ade_corpus_v2-classification_16_87	Is the following text related to adverse drug effect (ADE)? text: Intracranial haemorrhage from a meningioma in a patient receiving aspirin prophylaxis: a case report. answer: Related text: Studies for disseminated intravascular coagulation remained stable, and no clinical bleeding was seen. answer: Not Related text: We describe a case of prolonged terbinafine-induced cholestatic liver disease. answer: Related text: There are few aids to diagnosis but once it is known that the patient has been on practolol the surgical and pathological findings are pathognomonic. answer: Not Related text: However, it failed in 1 case requiring transabdominal transperitoneal closure of the fistula with an interposition of omentum. answer: Not Related text: The failure of therapy with disopyramide and mexiletine to reproduce this observation suggests either a previously unreported electrophysiologic effect of, or idiosyncratic response to, procainamide. answer: Related text: After a latent period of 4 months, he developed a progressive, severe and ultimately fatal radiation myelopathy, which we suggest was due to a synergistic interaction between the high-dose chemotherapy and the radiotherapy. answer: Not Related text: A 33-year-old male presented with brown discolouration of the fingernails following the application of 4% hydroquinone in sorbolene cream and 0.1% tretinoin cream to the face intermittently for 9 months. answer: Related	365	answer:
circa	circa_16_100	Given the question-answer pair of X and Y in a certain context, what answer is Y implying? context: Y has just travelled from a different city to meet X. question X: Do you still have an interest in eating healthy foods? answer Y: Depends how I'm feeling at the time. answer: Yes, subject to some conditions context: Y has just travelled from a different city to meet X. question X: What would you like to visit first? answer Y: If you don't mind I'd appreciate that. answer: Other context: X wants to know what activities Y likes to do during weekends. question X: Are you interested in going to the movies? answer Y: What's playing? answer: Yes, subject to some conditions context: X wants to know about Y's food preferences. question X: Are you allergic to soy? answer Y: I don't have any allergies. answer: No context: Y has just moved into a neighbourhood and meets his/her new neighbour X. question X: what do you do for a living? answer Y: I'm a freelance writer. answer: Other context: X wants to know about Y's food preferences. question X: Do you feel like sharing a pizza with me? answer Y: I'd rather have one of my own. answer: No context: X wants to know what activities Y likes to do during weekends. question X: Do you like the outdoors? answer Y: I prefer to stay indoors answer: No context: Y has just told X that he/she is considering switching his/her job. question X: Do you get promoted often? answer Y: every few years answer: Yes	403	answer:
circa	circa_16_13	Given the question-answer pair of X and Y in a certain context, what answer is Y implying? context: X and Y are childhood neighbours who unexpectedly run into each other at a cafe. question X: How is the family doing? answer Y: We're all hanging in there. answer: Other context: X wants to know what activities Y likes to do during weekends. question X: Have you been bowling around here? answer Y: I've only bowled at home. answer: No context: Y has just told X that he/she is thinking of buying a flat in New York. question X: Do you mind having a room mate? answer Y: I prefer to live alone. answer: Yes context: X and Y are childhood neighbours who unexpectedly run into each other at a cafe. question X: Is your brother still in London? answer Y: He lives in Spain now answer: No context: X and Y are childhood neighbours who unexpectedly run into each other at a cafe. question X: Have you kept in contact with anyone we used to know? answer Y: Sarah and I hang out from time to time. answer: Yes context: Y has just moved into a neighbourhood and meets his/her new neighbour X. question X: What city did you move from? answer Y: York answer: Other context: X wants to know what sorts of books Y likes to read. question X: Are you more of a fiction or non-fiction reader? answer Y: I like both. answer: In the middle, neither yes nor no context: Y has just travelled from a different city to meet X. question X: Are your kids still living with you? answer Y: I'm an empty nester. answer: No	418	answer:
circa	circa_16_21	Given the question-answer pair of X and Y in a certain context, what answer is Y implying? context: X and Y are childhood neighbours who unexpectedly run into each other at a cafe. question X: Do you come to this cafe often? answer Y: Depends on what you mean by often. answer: In the middle, neither yes nor no context: X wants to know about Y's food preferences. question X: Is fast food okay with you? answer Y: I could really eat a burger and chips at this moment. answer: Yes context: X and Y are colleagues who are leaving work on a Friday at the same time. question X: How you seen the scooter rentals? answer Y: I tried one in San Diego -- they're fun. answer: Yes context: X wants to know what activities Y likes to do during weekends. question X: Do you like eating out? answer Y: When it's a special occasion. answer: Yes, subject to some conditions context: Y has just told X that he/she is considering switching his/her job. question X: Did you like your previous job? answer Y: I liked it okay answer: Yes context: X wants to know about Y's music preferences. question X: Want to check out some new music? answer Y: I'm always open to listening to new bands. answer: Yes context: X wants to know what sorts of books Y likes to read. question X: Do you read newspapers? answer Y: Only on Saturdays answer: Yes, subject to some conditions context: Y has just moved into a neighbourhood and meets his/her new neighbour X. question X: Is there a playground nearby? answer Y: That's none of my concern. answer: In the middle, neither yes nor no	425	answer:
circa	circa_16_42	Given the question-answer pair of X and Y in a certain context, what answer is Y implying? context: X wants to know about Y's food preferences. question X: Have you tried Thai food? answer Y: Some of it I have answer: Yes context: Y has just moved into a neighbourhood and meets his/her new neighbour X. question X: Are you staying long-term? answer Y: We have a two year contract. answer: In the middle, neither yes nor no context: Y has just travelled from a different city to meet X. question X: Are you trying to keep to a budget? answer Y: I can spend $100 a day. answer: Yes context: X and Y are colleagues who are leaving work on a Friday at the same time. question X: How are you getting home tonight? answer Y: The bus is what I always take. answer: Other context: X and Y are colleagues who are leaving work on a Friday at the same time. question X: Are you heading home? answer Y: I need to go shopping. answer: No context: X wants to know about Y's music preferences. question X: Do you like ballet? answer Y: My favorite music is featured in ballets. answer: Yes context: Y has just told X that he/she is thinking of buying a flat in New York. question X: Have you considered the cost of living? answer Y: Everyday. answer: Yes context: Y has just told X that he/she is thinking of buying a flat in New York. question X: Can you see Times Square? answer Y: I have never seen it answer: No	395	answer:
circa	circa_16_87	Given the question-answer pair of X and Y in a certain context, what answer is Y implying? context: Y has just moved into a neighbourhood and meets his/her new neighbour X. question X: Are you buying or renting? answer Y: We thought about buying, but probably won't be here for long. answer: Other context: X wants to know what sorts of books Y likes to read. question X: Do you like romantic stories? answer Y: Only when they're also funny. answer: Yes, subject to some conditions context: X wants to know what sorts of books Y likes to read. question X: Can I get you a poetry book? answer Y: I'd rather have a graphic novel. answer: No context: Y has just told X that he/she is considering switching his/her job. question X: You know when you starting your new job? answer Y: I start on Monday. answer: Yes context: X wants to know what sorts of books Y likes to read. question X: Do you watch romantic movies? answer Y: Only if they are funny. answer: Yes, subject to some conditions context: Y has just told X that he/she is considering switching his/her job. question X: Have you spent a long time at your current job? answer Y: quite a few years answer: Yes context: Y has just travelled from a different city to meet X. question X: Would you like to take the spare key to my house? answer Y: So I can come and go as I please? answer: In the middle, neither yes nor no context: X and Y are childhood neighbours who unexpectedly run into each other at a cafe. question X: Have you had a good life so far? answer Y: It's been so so answer: In the middle, neither yes nor no	439	answer:
discovery	discovery_16_100	"Which word gives a smooth transition from the first sentence to the second sentence? sentence 1: These and other observations suggest that pum acts by recognizing the NRE and then recruiting nos. sentence 2: The resulting complex inhibits some component of the translation machinery. answer: presumably sentence 1: Let's just say they looked like they belonged in a pamphlet from a urologist's office, and leave it at that. sentence 2: I'm not so certain our cake will turn out to look anything like Mercer County. answer: so sentence 1: This required Emanuel to be on the road with his boxers when they had a fight. sentence 2: This resulted in assistant trainers working with the boxers left behind. answer: consequently sentence 1: Mostly for our daughter. sentence 2: she says that it probably would have been better for her if we had not lived together. answer: now sentence 1: Infuriated by this practice, he prohibited further enslavement of all captured Indians and freed or placed under religious care those who had already been captured. sentence 2: He launched a full-scale peace offensive and opened up negotiations with the principal Chichimeca leaders. answer: soon sentence 1: It's not like the majority is just reading the text absent any ideas about fairness, and the minority is just deciding that it's unfair despite grabbing that idea from thin air. sentence 2: Sarcastro's evidently repetitiousness evidently is evidently contagious evidently. answer: evidently sentence 1: These dogs tend to point their tail out straight for long periods of time and this can overwork their tail. sentence 2: This can cause the tail to become limp and sore. answer: in turn sentence 1: the whole thing just seems to breed spoiled little brats who think they are special, but not in a good way. sentence 2: ""I wanted our sweetie to be athletic and smart and more``surfer girl""""than diva."" answer: instead"	450	answer:
